step,phase,obs,action_raw,action_clipped,action_scaled
91,0.7109375,"[-0.97003126 -0.24298018 -0.24128342  0.05092716 -0.0687912  -0.00417585
 -1.2070972  -0.17085272]",[-1.1848079  -0.08233164],[-1.1848079  -0.08233164],[-0.29620197 -0.02058291]
92,0.71875,"[-0.98078525 -0.19509032 -0.2515831   0.04940128 -0.04373627 -0.00945053
 -1.1848079  -0.08233164]",[-1.1786429  -0.02758387],[-1.1786429  -0.02758387],[-0.29466072 -0.00689597]
93,0.7265625,"[-0.9891765  -0.14673047 -0.26226425  0.0478754  -0.0375824  -0.00681314
 -1.1786429  -0.02758387]",[-1.1345673   0.04246467],[-1.1345673   0.04246467],[-0.28364182  0.01061617]
94,0.734375,"[-0.9951847  -0.09801714 -0.26989365  0.04634953 -0.0367033  -0.00769234
 -1.1345673   0.04246467]",[-1.1230243   0.08118456],[-1.1230243   0.08118456],[-0.2807561   0.02029614]
95,0.7421875,"[-0.99879545 -0.04906768 -0.27447128  0.04482365 -0.01999998 -0.00769234
 -1.1230243   0.08118456]",[-1.0777876   0.13764101],[-1.0777876   0.13764101],[-0.2694469   0.03441025]
96,0.75,"[-1.0000000e+00 -1.8369701e-16 -2.7790451e-01  4.3679237e-02
 -1.8241787e-02 -6.8131448e-03 -1.0777876e+00  1.3764101e-01]",[-1.0541908  0.1461684],[-1.0541908  0.1461684],[-0.2635477  0.0365421]
97,0.7578125,"[-0.99879545  0.04906768 -0.2813387   0.04253483 -0.0164835  -0.00681314
 -1.0541908   0.1461684 ]",[-0.9880598   0.15086776],[-0.9880598   0.15086776],[-0.24701495  0.03771694]
98,0.765625,"[-0.9951847   0.09801714 -0.2813387   0.04100895 -0.0164835  -0.00681314
 -0.9880598   0.15086776]",[-0.95931196  0.13598013],[-0.95931196  0.13598013],[-0.23982799  0.03399503]
99,0.7734375,"[-0.9891765   0.14673047 -0.2813387   0.03986454 -0.0164835  -0.00417585
 -0.95931196  0.13598013]",[-0.977286   0.1978586],[-0.977286   0.1978586],[-0.2443215   0.04946465]
100,0.78125,"[-9.8078525e-01  1.9509032e-01 -2.8133869e-01  3.9483070e-02
 -1.6483499e-02 -6.5937045e-04 -9.7728598e-01  1.9785860e-01]",[-1.0320344   0.21191224],[-1.0320344   0.21191224],[-0.2580086   0.05297806]
101,0.7890625,"[-9.7003126e-01  2.4298018e-01 -2.8286457e-01  3.9864540e-02
  2.8571130e-03  6.5937045e-04 -1.0320344e+00  2.1191224e-01]",[-1.0686779   0.12987156],[-1.0686779   0.12987156],[-0.26716948  0.03246789]
